Title,Difficulty,Accuracy,Content,URL
First and Last Occurrences,Medium,37.36,"Given a sorted array arr with possibly some duplicates, the task is to find the first and last occurrences of an element x in the given array.
Note: If the number x is not found in the array then return both the indices as -1. <br/> Examples <br/>: Input: arr[] = [1, 3, 5, 5, 5, 5, 67, 123, 125], x = 5
<br/> Output: [2, 5]
<br/> Explanation: First occurrence of 5 is at index 2 and last occurrence of 5 is at index 5 Input: arr[] = [1, 3, 5, 5, 5, 5, 7, 123, 125], x = 7
<br/> Output: [6, 6]
<br/> Explanation: First and last occurrence of 7 is at index 6 Input: arr[] = [1, 2, 3], x = 4
<br/> Output: [-1, -1]
<br/> Explanation: No occurrence of 4 in the array, so, output is [-1, -1] <br/> Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i], x ≤ 109",https://www.geeksforgeeks.org/problems/first-and-last-occurrences-of-x3116/1?page=5&sortBy=submissions
First Repeating Element,Easy,32.57,"Given an array arr[], find the first repeating element. The element should occur more than once and the index of its first occurrence should be the smallest. Note:- The position you return should be according to 1-based indexing.  Input: arr[] = [1, 5, 3, 4, 3, 5, 6]
<br/> Output: 2
<br/> Explanation: 5 appears twice and its first appearance is at index 2 which is less than 3 whose first the occurring index is 3. Input: arr[] = [1, 2, 3, 4]
<br/> Output: -1
<br/> Explanation: All elements appear only once so answer is -1. <br/> Constraints:
1 <= arr.size <= 106
0 <= arr[i]<= 106",https://www.geeksforgeeks.org/problems/first-repeating-element4018/1?page=6&sortBy=submissions
Find Transition Point,Easy,37.9,"Given a sorted array, arr[] containing only 0s and 1s, find the transition point, i.e., the first index where 1 was observed, and before that, only 0 was observed.  If arr does not have any 1, return -1. If array does not have any 0, return 0. If arr does not have any <br/> Examples <br/>: Input: arr[] = [0, 0, 0, 1, 1]
<br/> Output: 3
<br/> Explanation: index 3 is the transition point where 1 begins. Input: arr[] = [0, 0, 0, 0]
<br/> Output: -1
<br/> Explanation: Since, there is no ""1"", the answer is -1. Input: arr[] = [1, 1, 1]
<br/> Output: 0
<br/> Explanation: There are no 0s in the array, so the transition point is 0, indicating that the first index (which contains 1) is also the first position of the array. Input: arr[] = [0, 1, 1]
<br/> Output: 1
<br/> Explanation: Index 1 is the transition point where 1 starts, and before it, only 0 was observed. <br/> Constraints:
1 ≤ arr.size() ≤ 105
0 ≤ arr[i] ≤ 1",https://www.geeksforgeeks.org/problems/find-transition-point-1587115620/1?page=6&sortBy=submissions
Add 1 to a Linked List Number,Medium,31.91,"You are given a linked list where each element in the list is a node and have an integer data. You need to add 1 to the number formed by concatinating all the list node numbers together and return the head of the modified linked list.  Note: The head represents the first element of the given array. Examples : Input: LinkedList: 4->5->6
<br/> Output: 457

<br/> Explanation: 4->5->6 represents 456 and when 1 is added it becomes 457. Input: LinkedList: 1->2->3
<br/> Output: 124

<br/> Explanation: 1->2->3 represents 123 and when 1 is added it becomes 124. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1 <= len(list) <= 105
0 <= list[i] <= 9",https://www.geeksforgeeks.org/problems/add-1-to-a-number-represented-as-linked-list/1?page=6&sortBy=submissions
Job Sequencing Problem,Medium,34.51,"Given an array, jobs[] where each job[i] has a jobid, deadline and profit associated with it. Each job takes 1 unit of time to complete and only one job can be scheduled at a time. We earn the profit associated with a job if and only if the job is completed by its deadline. Find the number of jobs done and the maximum profit. Note: jobs will be given in the form (jobid, deadline, profit) associated with that job. Deadline of the job is the time on or before which job needs to be completed to earn the profit. Examples : Input: jobs[] = [(1,4,20), (2,1,1), (3,1,40), (4,1,30)]
<br/> Output: [2, 60]
<br/> Explanation: job1 and job3 can be done with maximum profit of 60 (20+40). Input: jobs[] = [(1,2,100), (2,1,19), (3,2,27), (4,1,25), (5,1,15)]
<br/> Output: [2, 127]
<br/> Explanation: 2 jobs can be done with maximum profit of 127 (100+27). Input: jobs[] = [(1,3,50), (2,1,10), (3,2,20), (4,2,30)]
<br/> Output: [2, 80]
<br/> Explanation: Job 1 and Job 4 can be completed with a maximum profit of 80 (50 + 30). <br/> Constraints:
1 <=  jobs.size <= 105
1 <= deadline, jobid <= jobs.size
1 <= profit <= 500",https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1?page=6&sortBy=submissions
Sum Tree,Medium,37.17,"Given a Binary Tree. Check for the Sum Tree for every node except the leaf node. Return true if it is a Sum Tree otherwise, return false. A SumTree is a Binary Tree where the value of a node is equal to the sum of the nodes present in its left subtree and right subtree. An empty tree is also a Sum Tree as the sum of an empty tree can be considered to be 0. A leaf node is also considered a Sum Tree. A SumTree is a Binary Tree where the value of a node is equal to the sum of the nodes present in its left subtree and right subtree. <br/> Examples <br/>: Input:
 3
 / \ 
 1 2
<br/> Output: true
<br/> Explanation: The sum of left subtree and right subtree is 1 + 2 = 3, which is the value of the root node. Therefore,the given binary tree is a sum tree. Input:
 10
 / \
 20 30
 / \ 
 10 10
<br/> Output: false
<br/> Explanation: The given tree is not a sum tree. For the root node, sum of elements in left subtree is 40 and sum of elements in right subtree is 30. Root element = 10 which is not equal to 30+40. Input:
 25
 / \ 
 9 15
<br/> Output: false <br/> Constraints:
2 ≤ number of nodes ≤ 105
1 ≤ node->data ≤ 105",https://www.geeksforgeeks.org/problems/sum-tree/1?page=6&sortBy=submissions
Remove Duplicates Sorted Array,Easy,38.18,"Given a sorted array arr. Return the size of the modified array which contains only distinct elements. Note:
1. Don't use set or HashMap to solve the problem.
2. You must return the modified array size only where distinct elements are present and modify the original array such that all the distinct elements come at the beginning of the original array. Examples : Input: arr = [2, 2, 2, 2, 2]
<br/> Output: [2]
<br/> Explanation: After removing all the duplicates only one instance of 2 will remain i.e. [2] so modified array will contains 2 at first position and you should return 1 after modifying the array, the driver code will print the modified array elements. Input: arr = [1, 2, 4]
<br/> Output: [1, 2, 4]
Explation: As the array does not contain any duplicates so you should return 3. <br/> Constraints:
1 ≤ arr.size() ≤ 105
1 ≤ ai ≤ 106",https://www.geeksforgeeks.org/problems/remove-duplicate-elements-from-sorted-array/1?page=6&sortBy=submissions
Maximum Index,Medium,24.5,"Given an array arr of positive integers. The task is to return the maximum of j - i subjected to the constraint of arr[i] < arr[j] and i < j. <br/> Examples <br/>: Input: arr[] = [1, 10]
<br/> Output: 1
<br/> Explanation: arr[0] < arr[1] so (j-i) is 1-0 = 1. Input: arr[] = [34, 8, 10, 3, 2, 80, 30, 33, 1]
<br/> Output: 6
<br/> Explanation: In the given array arr[1] < arr[7] satisfying the required condition(arr[i] < arr[j]) thus giving the maximum difference of j - i which is 6(7-1). Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n) <br/> Constraints:
1 ≤ arr.size ≤ 106
0 ≤ arr[i] ≤ 109",https://www.geeksforgeeks.org/problems/maximum-index-1587115620/1?page=6&sortBy=submissions
Merge Without Extra Space,Hard,32.01,"Given two sorted arrays a[] and b[] in non-decreasing order. Merge them in sorted order without using any extra space. Modify a so that it contains the first n elements and modify b so that it contains the last m elements. <br/> Examples <br/>: Input: a[] = [2, 4, 7, 10], b[] = [2, 3]
<br/> Output:
2 2 3 4
7 10
<br/> Explanation: After merging the two non-decreasing arrays, we get, 2 2 3 4 7 10 Input: a[] = [1, 5, 9, 10, 15, 20], b[] = [2, 3, 8, 13]
<br/> Output:
1 2 3 5 8 9
10 13 15 20
<br/> Explanation: After merging two sorted arrays we get 5 10 12 18 20. Input: a[] = [0, 1], b[] = [2, 3]
<br/> Output:
0 1
2 3
<br/> Explanation: After merging two sorted arrays we get 0 1 2 3. <br/> Constraints:",https://www.geeksforgeeks.org/problems/merge-two-sorted-arrays-1587115620/1?page=6&sortBy=submissions
Wave Array,Easy,63.69,"Given a sorted array arr[] of distinct integers. Sort the array into a wave-like array(In Place). In other words, arrange the elements into a sequence such that arr[1] >= arr[2] <= arr[3] >= arr[4] <= arr[5].....
If there are multiple solutions, find the lexicographically smallest one. Note: The given array is sorted in ascending order, and you don't need to return anything to change the original array. <br/> Examples <br/>: Input: arr[] = [1, 2, 3, 4, 5]
<br/> Output: [2, 1, 4, 3, 5]
<br/> Explanation: Array elements after sorting it in the waveform are 2, 1, 4, 3, 5. Input: arr[] = [2, 4, 7, 8, 9, 10]
<br/> Output: [4, 2, 8, 7, 10, 9]
<br/> Explanation: Array elements after sorting it in the waveform are 4, 2, 8, 7, 10, 9.

Input: arr[] = [1]
<br/> Output: [1] <br/> Constraints:
1 ≤ arr.size ≤ 106
0 ≤ arr[i] ≤107",https://www.geeksforgeeks.org/problems/wave-array-1587115621/1?page=6&sortBy=submissions
Find Pair Given Difference,Easy,27.25,"Given an array, arr[] and an integer x, return true if there exists a pair of elements in the array whose absolute difference is x, otherwise, return false. <br/> Examples <br/>: Input: arr[] = [5, 20, 3, 2, 5, 80], x = 78
<br/> Output: true
<br/> Explanation: Pair (2, 80) have an absolute difference of 78. Input: arr[] = [90, 70, 20, 80, 50], x = 45
<br/> Output: false
<br/> Explanation: There is no pair with absolute difference of 45. Input: arr[] = [1], x = 1
<br/> Output: false <br/> Constraints:
1<= arr.size() <=106 
1<= arr[i] <=106 
0<= x <=105",https://www.geeksforgeeks.org/problems/find-pair-given-difference1559/1?page=6&sortBy=submissions
Longest Common Substring,Medium,42.69,"You are given two strings s1 and s2. Your task is to find the length of the longest common substring among the given strings. <br/> Examples <br/>: Input: s1 = ""ABCDGH"", s2 = ""ACDGHR""
<br/> Output: 4
<br/> Explanation: The longest common substring is ""CDGH"" with a length of 4. Input: s1 = ""abc"", s2 = ""acb""
<br/> Output: 1
<br/> Explanation: The longest common substrings are ""a"", ""b"", ""c"" all having length 1. Input: s1 = ""YZ"", s2 = ""yz""
<br/> Output: 0 <br/> Constraints:
1 <= s1.size(), s2.size() <= 103
Both strings may contain upper and lower case alphabets.",https://www.geeksforgeeks.org/problems/longest-common-substring1452/1?page=6&sortBy=submissions
Get Min from Stack,Medium,22.59,"Given q queries, implement a Stack with three functionalities: Push an integer x onto the stack. Pop the top element from the stack and return it. If the stack is empty, return -1. GetMin, which retrieves the minimum element in the stack O(1) time. If the stack is empty, return -1. O(1) O(1) O(1) <br/> Examples <br/>: Input: q = 6, queries = [(1 2), (1 3), (2), (3), (1 1), (3)]
<br/> Output: 3, 2, 1
<br/> Explanation: 
push(2): Stack is {2}
push(3): Stack is {2, 3}
pop(): Removes 3, stack is {2}
getMin(): Minimum element is 2
push(1): Stack is {2, 1}
getMin(): Minimum element is 1 Input: q = 4, queries = [(1, 4), (1, 2), (3), (2)]
<br/> Output: 2, 2
<br/> Explanation:
Push 4 onto the stack. Stack is now {4}.
Push 2 onto the stack. Stack is now {4, 2}.
Get the minimum element, which is 2.
Pop the top element (2) from the stack. Stack is now {4}. Input: q = 5, queries = [(1, 10), (3), (1, 5), (3), (2)]
<br/> Output: 10, 5, 5
<br/> Explanation:
Push 10 onto the stack. Stack is now {10}.
Get the minimum element, which is 10. <br/> Constraints:
1 <= q <= 100
1 <= values on the stack <= 100",https://www.geeksforgeeks.org/problems/get-minimum-element-from-stack/1?page=6&sortBy=submissions
Print 1 To N Without Loop,Basic,61.33,"Print numbers from 1 to n without the help of loops. You only need to complete the function printNos() that takes n as a parameter and prints the number from 1 to n recursively. Note: Don't print any newline, it will be added by the driver code. <br/> Examples <br/>: Input: n = 10
<br/> Output: 1 2 3 4 5 6 7 8 9 10 Input: n = 5
<br/> Output: 1 2 3 4 5 Input: n = 1
<br/> Output: 1 <br/> Constraints:
1 <= n <= 1000",https://www.geeksforgeeks.org/problems/print-1-to-n-without-using-loops-1587115620/1?page=6&sortBy=submissions
Rotate a Linked List,Medium,39.95," left shift of the linked list by k nodes,  left shift <br/> Examples <br/>: Input: linkedlist: 2->4->7->8->9 , k = 3
<br/> Output: 8->9->2->4->7
<br/> Explanation: Rotate 1: 4 -> 7 -> 8 -> 9 -> 2 Rotate 2: 7 -> 8 -> 9 -> 2 -> 4 Rotate 3: 8 -> 9 -> 2 -> 4 -> 7 Input: linkedlist: 1->2->3->4->5->6->7->8 , k = 4
<br/> Output: 5->6->7->8->1->2->3->4 Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1 <= number of nodes <= 103
1 <= node -> data <= 104
1 <= k <= ",https://www.geeksforgeeks.org/problems/rotate-a-linked-list/1?page=6&sortBy=submissions
Number of occurrence,Easy,59.34,"Given a sorted array, arr[] and a number target, you need to find the number of occurrences of target in arr[].  Examples : Input: arr[] = [1, 1, 2, 2, 2, 2, 3], target = 2
<br/> Output: 4
<br/> Explanation: target = 2 occurs 4 times in the given array so the output is 4. Input: arr[] = [1, 1, 2, 2, 2, 2, 3], target = 4
<br/> Output: 0
<br/> Explanation: target = 4 is not present in the given array so the output is 0. Input: arr[] = [8, 9, 10, 12, 12, 12], target = 12
<br/> Output: 3
<br/> Explanation: target = 12 occurs 3 times in the given array so the output is 3. <br/> Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i] ≤ 106
1 ≤ target ≤ 106",https://www.geeksforgeeks.org/problems/number-of-occurrence2259/1?page=6&sortBy=submissions
Product array puzzle,Easy,33.46,"Given an array, arr[], construct a product array, pro[] where each element pro[i] is the product of all elements in arr except arr[i]. Return this resultant array, pro[]. <br/> Examples <br/>: Input: arr[] = [10, 3, 5, 6, 2]
<br/> Output: [180, 600, 360, 300, 900]
<br/> Explanation: For i=0, pro[i] = 3*5*6*2 = 180.
For i=1, pro[i] = 10*5*6*2 = 600.
For i=2, pro[i] = 10*3*6*2 = 360.
For i=3, pro[i] = 10*3*5*2 = 300.
For i=4, pro[i] = 10*3*5*6 = 900. Input: nums[] = [12,0]
<br/> Output: [0, 12] Input: nums[] = [0]
<br/> Output: [0] <br/> Constraints:
1 <= arr.size() <= 103
0 <= arr[i] <= 102",https://www.geeksforgeeks.org/problems/product-array-puzzle4525/1?page=6&sortBy=submissions
Topological sort,Medium,56.52,"Given an adjacency list for a Directed Acyclic Graph (DAG) where adj[u] contains a list of all vertices v such that there exists a directed edge u -> v. Return topological sort for the given graph. Note: As there are multiple Topological orders possible, you may return any of them. If your returned Topological sort is correct then the output will be 1 else 0. As there are multiple Topological orders possible, you may return any of them. If your returned Topological sort is correct then the output will be 1 else 0. <br/> Examples <br/>: Input: adj = [[], [0], [0], [0]] <br/> Output: 1 <br/> Explanation: The output 1 denotes that the order is valid. Few valid Topological orders for the given graph are:
[3, 2, 1, 0] Input: adj = [[], [3], [3], [], [0,1], [0,2]]
<br/> Output: 1
<br/> Explanation: The output 1 denotes that the order is valid. Few valid Topological orders for the graph are:
[4, 5, 0, 1, 2, 3]
[5, 2, 4, 0, 1, 3] <br/> Constraints:
2 ",https://www.geeksforgeeks.org/problems/topological-sort/1?page=6&sortBy=submissions
Rearrange Array Alternately,Medium,35.15,,https://www.geeksforgeeks.org/problems/-rearrange-array-alternately-1587115620/1?page=6&sortBy=submissions
Partition Equal Subset Sum,Medium,30.24,"Given an array arr[], return true if it can be partitioned into two parts such that the sum of elements in both parts is the same, otherwise, false. <br/> Examples <br/>: Input: arr = [1, 5, 11, 5]
<br/> Output: true
<br/> Explanation: The two parts are [1, 5, 5] and [11]. Input: arr = [1, 3, 5]
<br/> Output: false
<br/> Explanation: This array can never be partitioned into two such parts. <br/> Constraints:
1 ≤ arr.size ≤ 100
1 ≤ arr[i] ≤ 1000
n*sum of elements ≤ 5*106",https://www.geeksforgeeks.org/problems/subset-sum-problem2014/1?page=6&sortBy=submissions
First n Fibonacci,Basic,29.92,"Given a number n, return a list containing the first n Fibonacci numbers.

Note: The first two number of the series are 1 and 1. Note: The first two number of the series are 1 and 1. <br/> Examples <br/>: Input: n = 5
<br/> Output: [1, 1, 2, 3, 5] Input: n = 7
<br/> Output: [1, 1, 2, 3, 5, 8, 13] Input: n = 2
<br/> Output: [1, 1] <br/> Constraints:",https://www.geeksforgeeks.org/problems/print-first-n-fibonacci-numbers1002/1?page=6&sortBy=submissions
Maximize The Cut Segments,Medium,24.29,"Given an integer n denoting the Length of a line segment. You need to cut the line segment in such a way that the cut length of a line segment each time is either x , y or z. Here x, y, and z are integers.
After performing all the cut operations, your total number of cut segments must be maximum. Return the maximum number of cut segments possible. Note: if no segment can be cut then return 0. <br/> Examples <br/>: Input: n = 4, x = 2, y = 1, z = 1
<br/> Output: 4
<br/> Explanation: Total length is 4, and the cut lengths are 2, 1 and 1.  We can make maximum 4 segments each of length 1. Input: n = 5, x = 5, y = 3, z = 2
<br/> Output: 2
<br/> Explanation: Here total length is 5, and the cut lengths are 5, 3 and 2. We can make two segments of lengths 3 and 2. Input: n = 7, x = 8, y = 9, z = 10
<br/> Output: 0
<br/> Explanation: Here the total length is 7, and the cut lengths are 8, 9, and 10. We cannot cut the segment into lengths that fully utilize the segment, so the output is 0. Constraints
1 <= n, x, y, z <= 104",https://www.geeksforgeeks.org/problems/cutted-segments1642/1?page=7&sortBy=submissions
Chocolate Distribution Problem,Easy,49.91,"Given an array arr[] of positive integers, where each value represents the number of chocolates in a packet. Each packet can have a variable number of chocolates. There are m students, the task is to distribute chocolate packets among m students such that -
      i. Each student gets exactly one packet.
     ii. The difference between maximum number of chocolates given to a student and minimum number of chocolates given to a student is minimum and return that minimum possible difference. <br/> Examples <br/>: Input: arr = [3, 4, 1, 9, 56, 7, 9, 12], m = 5
<br/> Output: 6
<br/> Explanation: The minimum difference between maximum chocolates and minimum chocolates is 9 - 3 = 6 by choosing following m packets :[3, 4, 9, 7, 9]. Input: arr = [7, 3, 2, 4, 9, 12, 56], m = 3
<br/> Output: 2
<br/> Explanation: The minimum difference between maximum chocolates and minimum chocolates is 4 - 2 = 2 by choosing following m packets :[3, 2, 4]. Input: arr = [3, 4, 1, 9, 56], m = 5
<br/> Output: 55
<br/> Explanation: With 5 packets for 5 students, each student will receive one packet, so the difference is 56 - 1 = 55. <br/> Constraints:
1 ≤ m <= arr.size ≤ 105
1 ≤ arr[i] ≤ 109",https://www.geeksforgeeks.org/problems/chocolate-distribution-problem3825/1?page=7&sortBy=submissions
Remove duplicates from an unsorted linked list,Easy,45.95,"<br/> Examples <br/>: Input: LinkedList: 5->2->2->4
<br/> Output: 5->2->4
<br/> Explanation: Given linked list elements are 5->2->2->4, in which 2 is repeated only. So, we will delete the extra repeated elements 2 from the linked list and the resultant linked list will contain 5->2->4 Input: LinkedList: 2->2->2->2->2
<br/> Output: 2
<br/> Explanation:Given linked list elements are 2->2->2->2->2, in which 2 is repeated. So, we will delete the extra repeated elements 2 from the linked list and the resultant linked list will contain only 2. Expected Time Complexity: O(n)
Expected Space Complexity: O(n) <br/> Constraints:
1 <= number of nodes <= 106",https://www.geeksforgeeks.org/problems/remove-duplicates-from-an-unsorted-linked-list/1?page=7&sortBy=submissions
Minimum distance in an Array,Easy,19.75,"You are given an array, arr[]. Find the minimum index based distance between two distinct elements of the array, x and y. Return -1, if either x or y does not exist in the array. <br/> Examples <br/>: Input: arr[] = [1, 2, 3, 2], x = 1, y = 2
<br/> Output: 1
<br/> Explanation: x = 1 and y = 2. There are two distances between x and y, which are 1 and 3 out of which the least is 1. Input: arr[] = [86, 39, 90, 67, 84, 66, 62], x = 42, y = 12
<br/> Output: -1
<br/> Explanation: x = 42 and y = 12. We return -1 as x and y don't exist in the array. Input: arr[] = [10, 20, 30, 40, 50], x = 10, y = 50
<br/> Output: 4
<br/> Explanation: The distance between x = 10 (index 0) and y = 50 (index 4) is 4, which is the only distance between them. <br/> Constraints:
1 <= arr.size() <= 105
0 <= arr[i], x, y <= 105
x != y",https://www.geeksforgeeks.org/problems/minimum-distance-between-two-numbers/1?page=7&sortBy=submissions
Bubble Sort,Easy,59.33,"Given an array, arr[]. Sort the array using bubble sort algorithm. Examples : Input: arr[] = [4, 1, 3, 9, 7]
<br/> Output: [1, 3, 4, 7, 9] Input: arr[] = [10, 9, 8, 7, 6, 5, 4, 3, 2, 1]
<br/> Output: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10] Input: arr[] = [1, 2, 3, 4, 5]
<br/> Output: [1, 2, 3, 4, 5] <br/> Explanation: An array that is already sorted should remain unchanged after applying bubble sort. <br/> Constraints:
1 <= arr.size() <= 103
1 <= arr[i] <= 103",https://www.geeksforgeeks.org/problems/bubble-sort/1?page=7&sortBy=submissions
Quick Sort,Medium,55.23,"Implement Quick Sort, a Divide and Conquer algorithm, to sort an array, arr[] in ascending order. Given an array, arr[], with starting index low and ending index high, complete the functions partition() and quickSort(). Use the last element as the pivot so that all elements less than or equal to the pivot come before it, and elements greater than the pivot follow it. Note: The low and high are inclusive. <br/> Examples <br/>: Input: arr[] = [4, 1, 3, 9, 7]
<br/> Output: [1, 3, 4, 7, 9]
<br/> Explanation: After sorting, all elements are arranged in ascending order. Input: arr[] = [2, 1, 6, 10, 4, 1, 3, 9, 7]
<br/> Output: [1, 1, 2, 3, 4, 6, 7, 9, 10]
<br/> Explanation: Duplicate elements (1) are retained in sorted order. Input: arr[] = [5, 5, 5, 5]
<br/> Output: [5, 5, 5, 5]
<br/> Explanation: All elements are identical, so the array remains unchanged. <br/> Constraints:
1 <= arr.size() <= 103
1 <= arr[i] <= 104",https://www.geeksforgeeks.org/problems/quick-sort/1?page=7&sortBy=submissions
Find Kth Rotation,Easy,23.16,"Given an increasing sorted rotated array arr of distinct integers. The array is right-rotated k times. Find the value of k.
Let's suppose we have an array arr = [2, 4, 6, 9], so if we rotate it by 2 times so that it will look like this:
After 1st Rotation : [9, 2, 4, 6]
After 2nd Rotation : [6, 9, 2, 4] <br/> Examples <br/>: Input: arr = [5, 1, 2, 3, 4]
<br/> Output: 1
<br/> Explanation: The given array is 5 1 2 3 4. The original sorted array is 1 2 3 4 5. We can see that the array was rotated 1 times to the right. Input: arr = [1, 2, 3, 4, 5]
<br/> Output: 0
<br/> Explanation: The given array is not rotated. Expected Time Complexity: O(log(n))
Expected Auxiliary Space: O(1) <br/> Constraints:
1 <= n <=105
1 <= arri <= 107",https://www.geeksforgeeks.org/problems/rotation4723/1?page=7&sortBy=submissions
String Rotated by 2 Places,Easy,32.7,"Given two strings s1 and s2. Return true if the string s2 can be obtained by rotating (in any direction) string s1 by exactly 2 places, otherwise, false. <br/> Examples <br/>: Input: s1 = ""amazon"", s2 = ""azonam""
<br/> Output: true
<br/> Explanation: ""amazon"" can be rotated anti-clockwise by two places, which will make it as ""azonam"". Input: s1 = ""geeksforgeeks"", s2 = ""geeksgeeksfor""
<br/> Output: false
<br/> Explanation: If we rotate ""geeksforgeeks"" by two place in any direction, we won't get ""geeksgeeksfor"". Input: s1 = ""ab"", s2 = ""ab""
<br/> Output: false Challenge: Try doing it in O(1) space complexity <br/> Constraints:
1 ≤ s1.length, s2.length ≤ 105",https://www.geeksforgeeks.org/problems/check-if-string-is-rotated-by-two-places-1587115620/1?page=7&sortBy=submissions
Implement stack using array,Basic,54.76,"Examples : Input: 1 2 1 3 2 1 4 2 
<br/> Output: 3, 4
<br/> Explanation: 
push(2) the stack will be {2}
push(3) the stack will be {2 3}
pop() poped element will be 3,
  the stack will be {2}
push(4) the stack will be {2 4}
pop() poped element will be 4 Input: 2 1 4 1 5 2
<br/> Output: -1, 5 Expected Time Complexity: O(1) Expected Space Complexity: O(1) <br/> Constraints:
1 <= numbers of calls made to push, pop <= 100
1 <= x <= 100",https://www.geeksforgeeks.org/problems/implement-stack-using-array/1?page=7&sortBy=submissions
Search in Rotated Sorted Array,Medium,37.64,"Given a sorted (in ascending order) and rotated array arr of distinct elements which may be rotated at some point and given an element key, the task is to find the index of the given element key in the array arr. The whole array Note:- 0-based indexing is followed & returns -1 if the key is not present. Examples : Input: arr[] = [5, 6, 7, 8, 9, 10, 1, 2, 3], key = 10
<br/> Output: 5
<br/> Explanation: 10 is found at index 5. Input: arr[] = [3, 5, 1, 2], key = 6 <br/> Output: -1 <br/> Explanation: There is no element that has value 6. Input: arr[] = [33, 42, 72, 99], key = 42
<br/> Output: 1
<br/> Explanation: 42 is found at index 1. <br/> Constraints:
1 ≤ arr.size() ≤ 106
0 ≤ arr[i] ≤ 106
1 ≤ key ≤ 105",https://www.geeksforgeeks.org/problems/search-in-a-rotated-array4618/1?page=7&sortBy=submissions
Non Repeating Character,Easy,40.43,"Given a string s consisting of lowercase Latin Letters. Return the first non-repeating character in s. If there is no non-repeating character, return '$'.
Note: When you return '$' driver code will output -1. <br/> Examples <br/>: Input: s = ""geeksforgeeks""
<br/> Output: 'f'
<br/> Explanation: In the given string, 'f' is the first character in the string which does not repeat. Input: s = ""racecar""
<br/> Output: 'e'
<br/> Explanation: In the given string, 'e' is the only character in the string which does not repeat. Input: s = ""aabbccc""
<br/> Output: '$'
<br/> Explanation: All the characters in the given string are repeating. <br/> Constraints:
1 <= s.size() <= 105",https://www.geeksforgeeks.org/problems/non-repeating-character-1587115620/1?page=7&sortBy=submissions
Move All Zeroes to End,Easy,45.51,"Given an array arr[]. Push all the zeros of the given array to the right end of the array while maintaining the order of non-zero elements. Do the mentioned change in the array in place. <br/> Examples <br/>: Input: arr[] = [1, 2, 0, 4, 3, 0, 5, 0]
<br/> Output: [1, 2, 4, 3, 5, 0, 0, 0]
<br/> Explanation: There are three 0s that are moved to the end. Input: arr[] = [10, 20, 30]
<br/> Output: [10, 20, 30]
<br/> Explanation: No change in array as there are no 0s. Input: arr[] = [0, 0]
<br/> Output: [0, 0]
<br/> Explanation: No change in array as there are all 0s. <br/> Constraints:
1 ≤ arr.size() ≤ 105
0 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/move-all-zeroes-to-end-of-array0751/1?page=7&sortBy=submissions
Stickler Thief,Medium,37.98,"Stickler the thief wants to loot money from n houses arranged in a line. He cannot loot two consecutive houses and aims to maximize his total loot. Given an array, arr[] where arr[i] represents the amount of money in the i-th house, find the maximum amount he can loot.  wants to loot money from n houses arranged in a line. He cannot loot two consecutive houses and aims to maximize his total loot. Given an array, arr[] where arr[i] represents the amount of money in the i-th house, find the maximum amount he can loot. <br/> Examples <br/>: Input: arr[] = [6, 5, 5, 7, 4]
<br/> Output: 15
<br/> Explanation: Maximum amount he can get by looting 1st, 3rd and 5th house. Which is 6+5+4=15. Input: arr[] = [1, 5, 3]
<br/> Output: 5
<br/> Explanation: Loot only 2nd house and get maximum amount of 5. Input: arr[] = [4, 4, 4, 4]
<br/> Output: 8
<br/> Explanation: The optimal choice is to loot every alternate house. Looting the 1st and 3rd houses, or the 2nd and 4th, both give a maximum total of 4 + 4 = 8. <br/> Constraints:
1 ≤ arr.size() ≤ 105
1 ≤ arr[i] ≤ 104",https://www.geeksforgeeks.org/problems/stickler-theif-1587115621/1?page=7&sortBy=submissions
